amount,account_age_days,previous_orders,failed_payments,new_device,transactions_last_hour,location_changed,delivery_completed,chargeback
174.8,67,1,2,0,4,0,1,0
711.39,218,4,0,0,1,0,1,0
2425.56,122,4,1,0,1,0,1,0
814.54,70,4,0,0,0,0,1,0
857.15,95,7,2,1,3,0,1,0
2940.62,406,5,2,0,2,0,1,0
538.09,80,4,2,0,2,0,1,1
234.44,60,5,0,0,3,0,1,0
933.9,78,8,2,0,1,1,1,0
675.75,43,8,1,0,5,0,1,0
417.28,141,5,1,0,2,0,0,0
920.23,28,4,1,0,3,0,1,0
1792.75,306,9,1,0,3,0,1,0
1086.49,46,6,0,0,1,0,0,0
1490.67,164,2,1,0,3,0,1,0
6723.79,24,3,2,1,3,0,1,0
778.31,690,3,1,0,3,0,1,0
1448.59,109,6,1,0,2,0,1,0
659.04,310,3,3,0,2,0,1,0
470.43,263,4,0,1,0,1,0,1
611.0,225,4,1,0,0,0,1,0
679.42,316,1,0,1,3,0,1,0
1571.01,19,4,0,0,3,0,0,0
11488.2,204,4,0,0,0,0,1,0
535.9,55,6,0,0,0,0,1,0
722.98,277,3,1,1,2,0,1,1
1029.55,565,1,2,0,2,0,1,0
1629.13,417,7,1,0,0,1,0,0
1427.32,21,3,1,1,1,0,1,0
3960.38,83,10,4,0,1,0,1,0
96.89,81,3,1,0,2,0,0,0
100.79,23,4,0,1,2,1,1,0
667.89,18,3,3,1,3,0,0,1
3285.59,87,2,2,0,2,1,1,0
229.14,870,4,0,0,0,0,0,0
54.18,151,5,1,0,2,0,1,0
1941.43,175,10,2,0,2,0,1,0
1399.2,114,3,0,0,0,0,1,0
368.63,195,5,2,0,1,0,1,0
409.3,564,5,0,0,6,0,1,0
415.82,159,3,3,0,2,0,1,0
1224.8,12,6,2,1,1,0,1,0
586.21,122,5,1,0,2,0,1,0
1797.34,886,2,0,0,2,0,1,0
63.14,88,3,1,0,2,0,1,0
465.52,162,5,1,0,1,0,1,0
355.65,20,8,1,1,2,0,1,0
848.66,27,11,0,0,2,0,1,0
640.31,373,6,2,1,1,0,1,0
2435.35,64,7,1,0,3,1,1,1
170.83,65,10,0,0,8,0,0,0
1147.67,88,9,0,1,3,0,1,0
1916.65,611,5,2,0,4,0,1,0
7020.91,15,4,0,0,1,0,1,0
677.38,307,5,0,0,2,0,1,0
1516.95,75,2,0,0,3,0,1,0
180.57,340,5,1,0,4,0,1,0
100.29,863,6,4,0,1,0,1,0
2552.36,77,5,3,0,1,0,1,0
1090.55,24,3,1,1,2,1,1,0
3563.55,28,7,0,0,6,0,1,0
277.72,255,6,0,0,3,0,1,0
1844.39,28,3,0,0,3,0,1,0
7106.87,54,2,1,0,2,0,1,0
1668.54,41,10,1,1,0,0,1,0
1446.04,79,6,1,1,3,0,1,0
1106.06,13,1,2,1,0,0,1,0
227.95,349,6,2,0,1,1,1,0
4253.82,354,4,1,0,3,1,1,0
595.35,95,6,2,0,1,1,1,0
1816.17,170,9,0,1,1,0,1,0
229.74,184,8,1,1,0,0,1,0
337.15,248,5,1,0,1,0,1,0
4605.87,132,3,0,0,0,0,1,0
774.87,128,4,1,0,1,0,1,0
4690.41,179,4,0,0,5,0,1,0
1014.11,218,5,1,0,2,0,1,0
173.83,76,3,1,0,1,1,1,0
2675.97,72,4,1,1,2,1,1,0
607.96,56,7,1,0,0,0,0,0
2205.45,143,7,1,1,2,0,1,0
1124.63,80,4,0,0,0,0,1,0
234.37,139,5,0,0,4,0,1,0
1292.45,93,5,2,0,2,0,1,0
9859.82,326,4,1,1,1,0,1,0
1795.41,13,7,1,0,0,0,1,0
1035.34,152,3,1,1,0,0,1,0
3214.23,154,2,2,0,1,0,1,0
1353.8,87,0,1,0,1,0,1,0
1352.26,98,10,0,0,2,0,1,0
368.11,289,3,0,1,2,0,1,0
1385.54,59,6,1,1,2,0,1,0
3088.51,369,6,0,0,3,0,1,0
475.3,408,2,1,0,3,0,1,0
4557.35,189,2,2,0,2,0,1,0
1000.54,266,5,0,0,2,0,1,0
451.34,170,5,1,0,3,0,1,0
2973.91,134,3,0,0,1,0,1,0
823.21,612,4,1,0,1,0,1,0
2343.77,59,5,0,1,0,0,1,0
819.13,30,7,1,0,2,1,0,0
1032.95,61,3,2,1,4,0,1,0
1796.44,171,5,1,0,2,0,0,0
1466.89,36,9,2,0,2,1,1,0
149.08,431,6,0,0,1,0,1,0
357.36,95,9,4,0,3,0,1,0
2777.79,341,8,0,0,3,0,1,0
960.89,51,6,0,0,1,0,0,0
649.54,67,3,0,0,4,1,0,1
281.86,10,5,1,1,0,0,1,0
372.51,53,6,0,0,1,0,1,0
145.21,121,6,1,0,2,0,1,0
991.0,525,3,3,1,4,0,1,0
602.79,88,3,2,0,0,1,1,0
417.14,183,8,0,0,0,1,1,0
1024.41,100,1,1,1,7,0,1,0
1578.09,8,4,0,0,0,0,1,0
8894.58,126,3,0,0,2,0,1,0
241.8,12,1,0,0,1,1,0,1
3496.02,387,4,0,0,1,0,1,0
2901.84,251,2,0,0,1,1,1,0
503.16,85,5,3,1,1,0,1,0
1343.77,184,2,2,0,1,0,1,0
693.93,21,6,2,0,3,0,0,0
1320.4,218,10,1,0,1,0,1,0
4959.85,311,4,0,0,1,0,1,0
2009.43,310,6,0,0,2,0,1,0
1823.67,60,5,1,0,3,1,1,0
713.15,55,4,1,1,3,0,1,0
248.62,132,6,2,0,0,0,1,0
890.28,618,6,0,0,2,0,0,0
3665.09,455,8,1,0,3,0,1,0
238.13,80,6,0,0,0,0,1,0
381.81,272,5,0,0,4,0,1,0
1244.22,457,9,1,1,3,0,1,0
409.67,54,2,3,0,1,1,1,0
496.45,319,5,1,0,1,0,1,0
717.95,56,4,0,0,2,0,1,0
279.89,75,3,2,0,1,1,1,0
414.01,39,7,2,0,1,0,1,0
2215.93,127,5,2,0,4,0,1,0
296.67,333,4,0,0,7,0,0,0
221.88,135,2,0,0,1,0,1,0
584.04,23,6,2,0,1,0,1,0
2280.06,52,7,0,1,2,0,1,0
900.62,148,4,2,0,0,0,1,0
689.12,157,3,0,1,1,0,1,0
1146.37,154,7,1,1,2,0,1,0
191.39,14,9,2,0,3,0,1,0
1798.5,252,6,0,0,3,0,1,0
1609.11,432,3,0,0,2,0,1,0
728.28,128,8,1,1,0,0,0,0
2998.67,228,10,1,0,2,0,1,0
355.14,441,5,3,0,1,0,1,0
3387.71,185,5,2,0,0,0,1,0
1279.84,201,7,1,0,2,0,1,0
783.25,230,1,1,0,0,0,0,0
1075.05,54,5,0,0,3,0,1,0
985.09,157,5,1,0,4,1,0,0
3715.55,332,5,0,0,2,0,1,0
373.65,63,4,0,0,0,0,1,0
511.57,409,6,1,0,1,1,1,0
3091.16,174,7,2,0,2,0,1,0
604.54,99,8,1,0,1,0,1,1
2698.72,175,6,4,0,2,1,1,0
5999.53,92,4,1,0,1,0,1,0
733.78,327,2,0,1,1,0,1,0
2167.57,118,5,3,0,1,1,1,0
345.95,416,5,2,0,0,0,1,0
2332.59,128,6,0,0,1,1,1,0
1338.66,194,4,0,0,0,0,1,0
1759.95,1096,7,1,0,2,1,1,0
575.03,28,5,0,0,1,0,1,0
208.29,240,4,1,0,3,0,1,0
1813.93,26,3,2,0,1,0,1,0
139.3,328,3,0,1,3,0,1,0
798.43,163,5,2,0,0,0,1,0
2810.68,500,4,2,0,0,0,1,0
1328.62,361,3,0,1,4,0,0,0
7695.13,14,4,1,1,5,0,1,0
3056.75,26,7,2,0,2,0,1,0
570.27,165,7,0,0,2,0,1,0
1127.0,131,1,2,0,2,0,0,0
1045.9,33,4,1,0,3,0,1,0
225.39,24,9,1,0,4,0,1,0
428.2,149,14,1,0,1,0,1,0
625.93,9,3,1,0,4,0,1,0
143.13,372,7,2,0,2,0,1,0
1149.97,296,4,1,0,1,0,1,0
854.85,276,4,0,0,2,1,1,0
205.84,2,4,1,0,1,0,0,0
1642.89,8,6,0,0,2,0,1,0
2243.68,143,11,0,0,1,0,1,0
1376.14,934,7,1,0,3,1,1,0
793.09,75,8,0,0,0,0,1,0
1981.17,75,2,1,0,2,1,1,0
2165.1,25,5,2,0,3,0,1,0
1491.3,201,5,0,0,0,0,1,0
480.77,187,2,1,1,1,1,1,1
1446.06,19,3,1,0,0,0,0,0
3624.53,113,6,1,0,3,0,1,0
603.88,197,7,0,0,2,1,1,0
8936.86,122,4,0,0,1,0,0,0
648.31,201,5,2,0,1,0,0,0
1132.75,304,5,0,0,4,0,1,0
559.76,208,2,0,1,2,0,1,0
1370.97,172,3,1,1,2,1,1,0
192.05,345,6,1,0,2,0,1,0
635.21,415,8,0,1,3,0,1,0
367.92,88,8,0,0,2,0,1,0
1255.56,34,4,0,0,0,0,1,0
2964.45,306,3,0,0,3,0,1,0
2092.27,43,6,0,1,4,0,1,0
102.34,475,6,1,1,2,0,1,0
8451.25,4,4,1,0,1,0,1,0
1473.33,457,3,0,1,3,0,1,0
504.47,160,4,3,0,4,0,1,0
1283.22,268,2,0,0,2,0,1,0
1307.92,91,7,1,0,1,1,0,0
562.93,862,5,2,0,3,0,1,0
1336.64,46,7,0,1,4,1,1,1
597.36,55,5,0,1,2,0,1,0
731.9,9,6,0,0,4,0,1,0
552.1,507,5,0,0,2,0,1,0
261.73,109,5,1,0,2,0,1,0
1268.81,202,8,1,0,1,0,1,0
1969.04,209,7,2,0,2,0,1,0
1835.15,373,3,0,0,1,0,1,0
2489.72,196,5,0,0,2,0,0,0
1516.77,148,6,1,0,0,0,1,0
643.73,223,5,1,0,1,0,1,0
2539.35,250,6,0,0,2,1,1,0
282.16,37,4,0,1,1,0,1,0
445.56,20,4,6,0,2,0,0,0
418.13,14,7,0,0,0,0,1,0
3229.41,84,7,2,0,1,0,1,0
2815.2,124,5,4,1,0,0,1,0
1785.23,172,8,0,0,5,0,1,0
3203.28,570,7,0,0,1,0,0,0
455.19,72,6,2,0,4,0,1,0
1554.01,257,6,1,0,2,1,1,0
967.61,136,6,1,0,2,0,1,0
2557.75,44,6,1,0,1,0,1,0
977.28,171,5,0,0,2,0,1,0
746.25,614,4,0,1,1,0,1,0
1883.54,23,5,3,0,1,0,0,0
2633.76,127,6,2,0,2,1,1,0
562.09,9,10,1,1,1,0,1,0
1031.66,69,3,1,0,0,0,1,0
380.53,174,4,1,1,1,0,0,0
90.19,331,3,2,0,3,0,1,0
1340.05,235,7,1,1,2,1,1,0
2016.07,111,3,2,0,0,0,1,0
1425.2,431,4,0,0,2,0,1,0
156.09,64,5,1,0,1,0,0,1
772.13,252,4,0,0,3,0,0,0
119.3,115,3,2,0,3,0,1,0
4314.35,412,3,3,0,3,0,1,0
370.16,287,6,1,1,2,0,1,1
3848.36,417,6,2,0,2,0,1,0
2823.89,43,5,1,1,2,0,1,0
445.59,198,3,0,0,3,0,1,0
353.26,241,4,3,0,1,0,0,0
1556.77,244,4,0,0,4,0,1,0
471.39,126,6,3,0,0,0,1,0
1214.98,2,4,0,0,3,0,1,0
676.66,54,4,1,0,2,0,1,0
184.72,70,5,1,0,3,0,1,0
117.86,343,4,1,0,2,0,0,0
1375.65,330,4,0,1,3,0,1,0
625.43,19,6,2,0,2,0,1,0
630.75,538,7,0,0,2,0,1,0
2199.23,36,5,0,0,2,0,1,0
3545.53,96,4,1,0,5,0,1,0
835.02,43,11,1,0,0,0,1,0
780.08,354,6,1,0,1,0,1,0
1808.3,249,2,2,0,2,1,0,0
282.33,78,8,0,0,1,0,1,0
1370.8,206,4,1,1,5,0,1,0
1904.33,36,5,0,0,3,0,1,0
2165.12,86,5,1,0,2,0,1,0
158.1,85,7,0,1,3,0,1,0
512.16,48,4,0,1,2,0,1,0
455.66,376,2,1,0,1,0,1,0
1211.83,204,5,0,0,2,0,1,0
1773.56,59,6,0,0,2,0,1,0
4898.63,49,3,2,1,1,0,1,0
668.5,3,5,0,0,0,0,1,0
666.76,76,5,0,1,5,0,1,0
3462.24,134,5,1,1,3,0,1,0
1475.24,58,6,1,0,1,0,1,0
3895.79,216,4,0,0,3,0,0,0
1463.71,95,4,0,0,1,0,1,0
344.77,68,7,2,0,3,0,1,0
289.13,503,7,1,0,4,0,1,0
232.41,54,6,0,0,4,0,1,0
2126.12,91,5,0,0,2,0,1,0
3599.67,86,3,0,0,1,0,1,0
6969.94,49,6,0,0,2,0,1,0
2548.11,44,5,4,1,3,0,1,0
3508.13,64,6,0,0,6,1,0,0
613.99,359,4,1,0,2,0,1,0
345.01,262,12,2,0,1,0,1,0
2565.94,205,5,0,0,3,0,1,0
1665.17,109,4,3,0,2,0,1,0
1221.02,127,8,4,0,3,0,1,0
1615.45,55,3,2,1,0,0,1,0
1515.02,13,5,2,1,1,0,1,0
3959.28,72,7,0,0,0,0,1,0
4003.75,123,3,0,0,3,0,0,0
1889.79,10,5,1,0,4,0,1,0
2554.99,16,5,1,0,1,1,1,0
1833.65,54,4,0,1,1,0,0,1
691.48,82,3,1,0,2,0,1,0
2336.86,89,4,5,0,2,1,1,0
271.92,22,2,2,0,4,0,1,0
3146.01,46,4,1,0,2,1,1,0
332.11,54,5,1,0,5,0,1,0
1459.43,12,7,0,1,4,1,0,1
470.99,71,4,1,0,4,0,1,0
1907.2,13,5,2,1,0,0,1,0
1060.05,218,4,2,0,5,0,1,0
222.57,87,1,2,1,2,0,1,0
1670.2,71,10,0,0,0,0,1,0
615.28,24,5,0,0,4,0,0,0
2646.91,46,7,0,0,2,0,1,0
1098.09,47,5,0,0,2,0,1,0
1628.51,758,6,1,0,1,0,1,0
420.92,324,3,1,0,3,0,1,0
608.3,2,5,0,0,1,0,1,0
693.23,172,2,1,0,1,0,1,0
2582.99,53,4,0,1,3,0,1,0
5868.63,19,3,0,0,1,0,1,0
490.21,220,4,1,0,6,0,1,0
3219.07,25,5,3,1,1,1,1,0
125.25,105,5,0,0,1,0,1,0
332.22,180,5,0,0,4,0,1,0
420.41,145,3,1,1,4,0,1,0
283.58,683,5,0,0,2,0,1,0
225.07,277,8,1,0,2,0,1,0
1657.39,267,7,1,0,2,0,1,0
885.31,79,3,1,1,3,0,1,0
1602.64,1,3,1,1,2,0,1,0
2187.41,238,9,1,0,2,0,1,0
1430.27,1480,4,0,0,4,1,1,0
2117.02,93,3,1,0,2,0,0,0
1022.97,762,2,0,1,2,0,1,0
334.62,27,2,0,0,2,0,1,0
3158.38,63,7,2,0,1,0,1,0
608.43,33,2,0,0,2,0,0,0
430.27,116,7,1,1,1,0,1,0
917.89,287,4,0,1,0,0,1,0
440.18,74,8,1,0,1,1,1,0
722.39,426,14,0,0,2,0,1,0
1546.97,141,4,0,0,0,0,1,0
1553.62,112,6,0,0,5,0,1,0
446.83,278,7,1,0,2,1,1,0
673.37,19,7,2,0,2,0,1,0
3210.98,267,6,1,0,1,0,1,0
1801.55,50,8,1,0,1,0,1,0
8734.75,59,4,2,0,3,0,0,0
3569.31,164,4,0,0,0,0,1,0
3443.67,417,3,0,0,2,0,1,0
273.73,155,3,2,0,3,0,1,0
2353.97,188,6,0,0,2,0,1,0
1039.91,269,5,0,0,2,1,1,0
632.08,54,8,3,0,2,0,1,0
1297.27,316,7,1,0,4,0,1,0
2822.03,97,5,0,1,0,0,1,0
1809.55,34,5,0,0,0,0,1,0
455.56,77,5,0,1,2,0,1,0
2304.13,50,4,2,0,7,0,1,0
579.64,46,2,2,0,2,0,1,0
1361.96,59,1,0,0,0,0,0,0
809.69,35,4,2,0,0,0,1,0
881.07,198,5,1,0,3,0,1,0
2359.59,156,2,1,0,2,0,1,0
387.54,188,4,2,0,2,0,1,0
7670.94,75,5,1,0,1,0,1,1
177.49,264,6,2,0,1,0,1,0
603.25,24,7,2,1,3,0,1,0
1587.97,152,9,1,1,2,0,1,0
1967.1,57,5,0,1,1,0,1,0
991.8,134,3,1,1,3,1,1,0
1035.47,70,5,1,0,4,0,1,0
1653.34,281,5,0,0,1,0,1,0
870.38,399,3,0,0,3,0,0,0
4416.85,244,6,2,0,2,0,1,0
2538.55,34,5,1,0,2,0,1,0
2624.97,57,12,3,0,3,0,1,0
417.32,453,4,1,1,4,0,1,0
1012.94,103,3,3,0,1,0,0,0
812.03,509,6,1,1,1,0,1,0
401.18,89,4,2,0,5,0,1,1
1572.09,545,5,1,0,2,0,1,0
640.57,468,2,1,0,2,1,1,0
2112.03,194,10,2,0,1,0,0,0
376.08,1,3,0,0,2,1,0,1
6118.31,92,3,3,1,5,0,1,0
447.5,435,7,1,1,2,1,1,0
1365.54,389,2,4,1,0,0,1,1
2420.81,37,5,0,1,2,0,1,0
619.78,91,3,1,1,0,0,1,0
2572.08,324,1,0,1,2,0,0,0
320.8,155,5,1,0,2,0,1,0
4684.98,338,5,0,0,4,0,1,0
1112.26,315,3,1,0,1,0,1,0
604.01,428,9,1,0,4,0,1,0
813.07,22,6,0,1,6,0,1,0
2462.47,28,3,1,1,3,0,1,0
611.27,15,4,0,1,1,0,1,0
518.35,492,6,0,0,2,0,0,0
878.72,116,2,1,1,4,0,1,0
338.0,11,5,1,0,3,0,1,0
6771.95,69,5,2,0,1,0,1,0
622.41,77,4,1,0,2,0,1,0
2519.0,298,4,2,0,0,0,1,0
1352.18,239,4,0,0,2,1,1,0
409.72,210,5,2,0,1,0,1,0
1090.12,3,4,2,0,1,1,1,1
2401.87,434,3,1,0,2,1,1,0
908.45,43,8,1,0,2,0,1,0
3615.96,178,3,1,1,3,0,1,0
3045.79,11,4,2,0,0,0,1,0
2748.79,15,6,0,0,1,0,1,0
692.52,1,8,1,0,1,0,1,0
372.47,150,3,0,1,2,0,1,0
593.72,178,5,1,1,3,0,1,0
1334.41,9,3,0,0,1,0,1,0
1892.75,61,3,1,0,3,0,1,0
125.01,343,5,0,0,1,0,1,0
1087.77,19,4,0,0,3,0,1,0
1284.45,43,6,1,0,0,0,1,0
830.86,99,7,2,0,0,0,1,0
3988.91,332,10,1,1,2,0,1,1
1672.01,52,2,0,0,2,0,0,0
4065.09,1054,5,1,1,1,0,1,0
883.63,79,8,2,0,1,0,1,0
2800.29,87,6,1,0,0,0,1,0
5625.51,23,5,0,1,4,0,1,0
4071.2,205,3,2,0,0,0,1,0
367.92,50,1,1,0,4,0,1,0
850.92,178,2,0,1,2,0,1,0
776.53,45,5,1,0,2,0,1,0
1788.72,88,3,1,0,2,0,1,0
2178.42,349,4,0,1,2,0,1,0
473.95,241,6,1,0,1,0,1,0
1173.61,30,5,0,0,1,0,1,0
145.48,168,6,4,0,1,0,1,0
4637.57,178,9,3,0,0,0,1,0
656.96,17,6,0,0,1,0,1,0
1159.64,112,8,0,0,3,0,1,0
804.6,54,6,2,0,1,0,1,0
3449.65,113,6,1,0,3,0,1,0
64.23,270,5,1,1,2,1,1,1
1078.57,31,8,2,0,3,0,1,0
986.52,23,5,1,0,4,0,1,0
696.71,56,4,2,1,1,0,1,0
6162.43,547,3,0,0,4,0,1,0
451.54,247,5,0,0,3,0,1,0
2372.73,3,10,4,1,4,1,1,1
1565.96,92,2,2,0,2,1,1,0
3871.97,53,8,0,0,0,1,1,0
562.74,182,11,1,0,0,1,1,0
526.91,110,6,2,1,4,0,1,0
3281.55,600,4,0,0,2,0,1,0
1677.94,44,5,1,0,2,0,0,0
233.94,159,3,2,0,1,1,1,0
639.51,216,6,1,0,1,0,1,0
1613.86,314,9,0,0,1,1,1,0
2534.53,94,5,0,1,3,0,1,0
556.0,209,3,0,0,2,1,1,1
59.49,65,8,2,0,3,0,0,0
1850.52,102,7,2,0,2,0,1,0
323.66,406,6,0,0,3,0,1,0
145.86,538,7,4,0,0,0,1,0
64.57,228,3,0,0,5,0,0,0
2474.96,84,7,2,0,1,0,1,0
1247.15,308,2,0,0,3,0,1,0
875.1,4,7,1,0,1,0,1,0
4398.52,19,3,2,0,3,0,1,0
2074.19,194,3,1,0,2,0,1,0
5520.92,61,2,1,1,2,0,1,0
272.4,544,9,2,0,2,0,1,0
1059.39,103,2,0,0,5,1,1,0
217.74,100,5,1,0,3,0,1,0
871.85,204,7,1,0,3,0,0,0
855.24,262,5,0,0,3,0,1,0
2052.09,116,3,0,0,3,0,1,0
1147.76,43,10,0,0,0,0,1,0
2045.52,267,7,2,0,1,0,1,0
2215.96,69,4,0,0,1,0,1,0
9460.96,34,3,0,1,2,0,0,0
800.07,179,3,1,0,3,0,0,0
427.94,17,4,1,0,2,0,1,0
1402.6,639,7,1,0,3,0,1,0
491.63,180,4,1,0,1,0,1,0
4826.91,767,5,2,1,0,0,0,1
826.15,74,8,1,0,2,0,1,0
622.92,638,8,0,0,2,1,1,0
684.5,28,8,0,0,1,0,1,0
2249.4,7,9,0,0,3,0,1,0
936.6,6,6,0,0,1,0,1,0
577.28,112,3,0,0,2,0,1,0
5798.48,15,8,1,0,1,0,1,0
465.83,129,8,2,0,0,0,1,0
1136.34,71,2,3,0,5,0,0,1
2105.5,73,7,1,0,0,0,0,0
214.58,181,6,0,0,1,1,1,0
1772.7,32,2,2,0,3,0,1,0
381.8,261,4,0,0,1,0,1,0
2496.84,157,6,1,0,3,0,1,0
418.78,443,8,1,0,0,0,1,0
2192.44,81,3,0,0,0,1,1,0
3313.74,730,7,2,0,3,0,0,0
2595.25,154,4,2,1,2,0,1,0
1409.96,652,1,1,0,1,0,1,0
870.18,4,4,0,0,2,0,1,0
616.21,234,1,3,1,3,0,1,1
4774.45,305,5,3,0,0,0,1,0
544.85,9,6,1,0,2,0,1,0
388.75,155,11,0,0,1,0,1,0
2133.18,291,2,0,0,3,1,1,0
494.66,148,5,0,0,2,0,1,0
424.09,11,7,0,0,1,1,1,0
258.89,212,5,1,1,2,0,1,0
676.61,11,8,1,1,2,0,1,0
1009.58,306,1,0,0,2,0,1,0
1398.41,7,6,0,0,3,0,1,0
2839.28,26,7,3,0,2,0,1,0
1857.33,57,2,0,0,1,0,1,0
906.08,180,6,1,0,2,0,1,0
899.47,674,2,0,0,2,0,1,0
1826.5,22,2,2,0,0,0,1,0
3915.0,27,6,0,0,3,0,1,1
1244.28,82,5,1,0,0,0,1,0
685.99,325,5,1,0,3,0,1,0
406.32,113,2,1,0,1,1,1,0
258.47,69,6,2,0,2,0,1,0
2135.1,148,4,1,1,3,0,1,0
1954.67,54,10,1,0,0,0,0,0
1953.47,92,1,1,0,0,0,1,0
964.24,72,8,1,1,3,1,1,1
4478.01,293,5,0,0,1,0,1,0
675.79,464,1,1,0,2,0,1,0
2850.56,256,1,4,1,2,0,1,1
1054.96,104,5,1,0,0,0,1,0
596.84,126,6,3,0,2,0,1,0
1983.33,24,10,0,1,1,0,1,0
1651.83,247,2,1,0,1,0,1,0
1567.09,163,4,0,0,1,0,1,0
1189.49,418,5,3,0,2,0,1,0
1055.86,40,3,0,0,1,1,1,0
11948.63,256,4,1,0,6,0,1,0
3584.08,207,4,0,0,2,0,1,0
2259.34,55,7,0,0,0,0,1,0
1226.35,198,4,2,0,3,0,1,0
3002.37,464,6,0,0,1,0,1,0
1840.87,451,6,3,0,2,0,1,0
1125.75,228,4,1,0,1,0,1,0
809.52,8,1,2,0,1,0,1,0
1011.39,370,3,0,0,2,0,1,0
46.04,193,3,0,1,3,1,0,1
1353.71,66,6,0,0,0,1,1,0
672.85,37,3,3,0,0,0,1,0
5391.99,22,6,0,0,0,0,1,0
1118.05,9,4,2,1,2,0,1,0
333.97,252,2,2,0,0,0,1,0
1043.27,48,4,0,0,3,0,0,0
385.24,4,9,0,0,0,0,1,0
1760.6,91,4,1,0,1,1,1,0
1466.96,118,5,0,0,2,0,1,0
2857.89,33,7,0,1,2,0,1,0
497.26,8,2,1,0,6,0,1,0
1134.57,37,7,2,1,1,0,1,0
280.05,204,3,1,0,2,0,1,0
2211.65,15,5,0,0,2,0,1,0
1842.49,145,5,2,0,0,0,1,0
1800.47,28,9,2,0,0,0,1,0
1098.41,39,3,1,1,3,0,1,0
1660.33,89,6,0,1,0,0,1,0
5455.28,19,5,1,1,5,0,1,0
824.61,34,6,1,0,2,0,1,0
1259.72,77,4,1,0,2,0,1,0
370.14,71,2,0,0,3,0,1,0
460.24,249,6,1,1,1,0,1,0
1209.32,13,4,1,0,3,0,1,0
3307.45,354,6,1,0,3,0,1,0
848.71,304,7,0,1,4,0,1,0
866.17,261,5,1,0,2,0,1,0
730.05,66,4,3,0,4,1,1,0
642.42,311,4,1,1,1,0,1,0
1472.87,36,4,2,0,5,0,1,0
245.36,23,9,0,1,1,0,1,0
3947.9,8,6,2,0,3,0,1,0
563.73,504,1,1,0,3,1,0,0
2257.25,66,5,1,0,2,0,1,0
307.97,449,5,2,0,6,0,1,0
2140.6,57,6,0,0,1,1,1,0
2147.25,428,4,1,0,1,0,1,0
1610.34,421,4,2,1,4,0,1,0
405.68,463,4,0,0,3,0,1,0
1407.47,123,6,1,0,2,0,1,0
335.94,361,5,2,0,3,0,0,0
851.7,542,5,1,0,2,0,1,0
3069.94,70,7,1,1,1,0,1,0
2432.57,97,3,0,0,2,0,0,0
1113.41,228,6,0,1,1,0,1,0
413.72,64,8,0,1,3,0,1,0
2091.4,252,6,1,0,0,1,1,0
1118.09,13,5,0,1,3,0,1,0
107.74,133,7,3,0,3,0,1,0
2398.57,23,5,1,0,3,1,1,0
1070.38,62,5,1,0,2,0,1,0
3649.89,53,2,1,0,0,0,1,0
366.77,328,5,1,0,1,0,1,0
45.75,38,6,0,0,2,0,1,0
1449.66,297,6,0,0,3,1,1,0
1467.86,284,4,0,0,0,1,1,0
202.21,124,5,0,0,2,1,1,0
412.2,47,6,2,0,2,0,1,0
17243.97,46,2,1,0,0,1,1,0
807.86,112,6,1,0,4,0,1,0
2277.79,1,5,0,0,0,0,1,0
572.12,136,4,3,0,2,0,1,0
135.6,549,2,0,0,2,0,1,0
924.95,30,9,0,0,4,0,1,0
840.83,153,4,1,1,1,0,1,0
735.18,587,7,0,0,2,0,1,0
977.85,354,14,0,1,1,0,1,0
1428.34,341,7,0,0,3,0,1,0
943.77,310,5,1,0,1,0,0,0
309.82,66,6,1,0,1,0,1,0
1783.24,398,6,0,1,1,0,1,0
156.12,510,2,0,1,1,0,1,0
141.12,123,2,0,0,2,1,1,0
2296.59,78,9,0,0,1,0,1,0
1820.78,96,7,1,0,2,0,1,0
1035.46,73,3,2,1,1,0,1,0
271.66,42,7,1,0,1,1,1,0
540.28,173,4,3,0,1,0,1,0
843.24,148,3,0,0,2,0,1,0
222.32,111,3,0,0,1,1,1,0
523.73,18,2,0,1,1,0,1,0
2105.55,286,3,2,1,2,0,1,0
4570.17,34,0,2,0,1,0,0,0
720.95,21,10,2,0,3,0,1,0
2336.68,175,7,0,0,3,0,1,0
161.73,91,4,0,0,2,0,1,0
2120.59,11,8,1,0,2,0,1,0
490.81,79,4,0,1,3,1,1,1
1491.21,265,6,1,0,1,0,1,0
855.98,171,5,2,0,1,0,1,0
4106.86,81,3,2,0,2,0,1,0
457.4,38,4,0,1,3,0,0,0
2054.13,179,3,0,0,0,1,1,0
829.23,393,3,2,0,3,0,1,0
936.07,187,2,1,1,1,0,1,0
912.46,301,2,3,0,2,1,1,0
470.75,132,7,0,0,1,0,1,0
1081.28,227,3,2,0,1,0,1,0
1030.04,407,6,2,0,3,0,1,0
1395.82,267,5,2,0,1,0,1,0
1193.33,433,3,0,0,2,0,1,0
2435.71,101,6,0,0,1,0,1,0
2761.44,422,5,1,1,2,0,1,0
383.51,174,5,0,1,2,0,0,0
2614.35,367,7,0,0,2,0,1,0
334.84,7,5,1,1,2,0,1,0
1974.08,193,6,1,0,3,0,1,0
2038.03,339,9,1,0,2,0,1,0
162.18,34,7,0,0,1,1,0,0
1203.49,195,6,0,1,2,0,1,0
686.43,313,4,1,0,3,0,1,0
513.49,61,6,0,0,1,0,1,1
4233.79,93,2,2,0,1,0,1,0
570.39,151,6,1,0,2,0,1,0
489.62,131,7,1,0,0,0,1,0
1182.87,7,10,0,0,1,0,1,0
